record_id,month,day,year,plot_id,period,diagnostic,length,diameter,recovery_method
8869,2,5,1984,15,Pottery Neolithic,base,33,259,Random stratified survey
8870,2,5,1984,3,Pottery Neolithic,base,36,241,Random stratified survey
8871,2,5,1984,6,Early Pottery Neolithic,base,38,48,Stratified survey
8872,2,5,1984,1,Middle Chalcolithic,rim,37,40,Trench
8873,2,5,1984,6,Early Pottery Neolithic,rim,37,46,Stratified survey
8874,2,5,1984,11,Halaf,rim,51,96,Random survey
8875,2,5,1984,9,Middle Chalcolithic,base,36,53,Trench
8876,2,5,1984,3,Early Bronze Age,rim,16,8,Random stratified survey
8877,2,5,1984,6,Early Pottery Neolithic,rim,37,40,Stratified survey
8878,2,5,1984,9,Uruk,base,22,34,Trench
8879,2,5,1984,3,Early Bronze Age,base,16,7,Random stratified survey
8880,2,5,1984,11,Early Pottery Neolithic,base,37,41,Random survey
8881,2,5,1984,9,Early Pottery Neolithic,rim,38,39,Trench
8882,2,5,1984,8,Late Third Millennium,NA,NA,NA,Random survey
8883,2,5,1984,2,Halaf,rim,52,120,Random survey
8884,2,5,1984,6,Early Pottery Neolithic,rim,36,33,Stratified survey
8885,2,5,1984,11,Middle Chalcolithic,base,37,46,Random survey
8886,2,5,1984,9,Early Pottery Neolithic,rim,36,37,Trench
8887,2,5,1984,2,Middle Chalcolithic,rim,37,46,Random survey
8888,2,5,1984,9,Middle Chalcolithic,base,37,44,Trench
8889,2,5,1984,5,Early Pottery Neolithic,rim,36,41,Test pit
8890,2,5,1984,11,Early Pottery Neolithic,rim,36,33,Random survey
8891,2,5,1984,5,Early Pottery Neolithic,base,37,47,Test pit
8892,2,5,1984,8,Middle Chalcolithic,base,36,51,Random survey
8893,2,5,1984,6,Early Pottery Neolithic,rim,37,45,Stratified survey
8894,2,5,1984,3,Early Pottery Neolithic,rim,36,37,Random stratified survey
8895,2,5,1984,1,Halaf,rim,49,100,Trench
8896,2,5,1984,4,Early Pottery Neolithic,rim,37,38,Random survey
8897,2,5,1984,6,Middle Chalcolithic,base,37,52,Stratified survey
8898,2,5,1984,10,Early Bronze Age,rim,16,8,Test pit
8899,2,5,1984,5,Early Pottery Neolithic,rim,37,36,Test pit
8900,2,5,1984,6,Halaf,base,53,135,Stratified survey
8901,2,5,1984,11,Uruk,base,21,32,Random survey
8902,2,5,1984,8,Early Pottery Neolithic,base,37,38,Random survey
8903,2,5,1984,2,Early Pottery Neolithic,rim,37,36,Random survey
8904,2,5,1984,6,Uruk,rim,22,33,Stratified survey
8905,2,5,1984,1,Early Pottery Neolithic,base,35,37,Trench
8906,2,5,1984,4,Halaf,rim,52,122,Random survey
8907,2,5,1984,11,Early Pottery Neolithic,rim,36,33,Random survey
8908,2,5,1984,9,Early Pottery Neolithic,rim,36,37,Trench
8909,2,5,1984,7,Ninevite V,NA,NA,NA,Test pit
8910,3,12,1984,14,Uruk,base,22,43,Random survey
8911,3,12,1984,20,Halaf,rim,51,118,Stratified survey
8912,3,12,1984,22,Early Pottery Neolithic,rim,36,38,Random survey
8913,3,12,1984,12,Early Bronze Age,base,16,11,Random survey
8914,3,12,1984,24,Ninevite V,base,20,19,Test pit
8915,3,12,1984,22,Early Chalcolithic,rim,21,23,Random survey
8916,3,12,1984,22,Early Pottery Neolithic,rim,36,44,Random survey
8917,3,12,1984,18,Early Pottery Neolithic,rim,36,40,Stratified survey
8918,3,12,1984,12,Early Third Millennium,NA,NA,NA,Random survey
8919,3,12,1984,12,Early Pottery Neolithic,rim,36,40,Random survey
8920,3,12,1984,14,Middle Chalcolithic,base,36,54,Random survey
8921,3,12,1984,12,Halaf,rim,52,136,Random survey
8922,3,12,1984,24,Early Bronze Age,rim,16,11,Test pit
8923,3,12,1984,22,Halaf,rim,NA,122,Random survey
8924,3,12,1984,14,Early Pottery Neolithic,base,37,52,Random survey
8925,3,12,1984,21,Early Bronze Age,base,17,12,Random stratified survey
8926,3,12,1984,22,Halaf,base,49,133,Random survey
8927,3,12,1984,14,Early Pottery Neolithic,rim,37,46,Random survey
8928,3,12,1984,14,Early Pottery Neolithic,base,35,47,Random survey
8929,3,12,1984,18,Halaf,base,51,131,Stratified survey
8930,3,12,1984,14,Middle Chalcolithic,rim,36,51,Random survey
8931,3,12,1984,18,Halaf,rim,50,128,Stratified survey
8932,3,12,1984,14,Middle Chalcolithic,base,36,54,Random survey
8933,3,12,1984,17,Halaf,base,49,126,Random survey
8934,3,12,1984,19,Ninevite V,rim,20,24,Random stratified survey
8935,3,12,1984,18,Early Pottery Neolithic,rim,36,41,Stratified survey
8936,3,12,1984,17,Early Pottery Neolithic,rim,36,41,Random survey
8937,3,12,1984,12,Early Pottery Neolithic,base,36,44,Random survey
8938,3,12,1984,18,Early Pottery Neolithic,base,36,44,Stratified survey
8939,3,12,1984,24,Early Pottery Neolithic,rim,37,47,Test pit
8940,3,12,1984,12,Middle Chalcolithic,base,35,48,Random survey
8941,3,12,1984,18,Early Pottery Neolithic,rim,36,36,Stratified survey
8942,3,12,1984,12,Halaf,base,51,141,Random survey
8943,3,12,1984,22,Early Pottery Neolithic,base,37,51,Random survey
8944,3,12,1984,13,Halaf,base,51,138,Stratified survey
8945,3,12,1984,20,Early Pottery Neolithic,base,37,39,Stratified survey
8950,3,13,1984,3,Uruk,base,22,42,Random stratified survey
8951,3,13,1984,3,Uruk,rim,21,34,Random stratified survey
8952,3,13,1984,6,Early Pottery Neolithic,base,37,50,Stratified survey
8953,3,13,1984,1,Early Pottery Neolithic,base,36,46,Trench
8954,3,13,1984,2,Early Pottery Neolithic,base,36,43,Random survey
8955,3,13,1984,9,Halaf,NA,NA,NA,Trench
8956,3,13,1984,9,Halaf,rim,51,125,Trench
8957,3,13,1984,8,Halaf,rim,48,115,Random survey
8958,3,13,1984,4,Early Pottery Neolithic,rim,36,38,Random survey
8959,3,13,1984,9,Early Pottery Neolithic,rim,36,43,Trench
8960,3,13,1984,8,Middle Chalcolithic,rim,36,52,Random survey
8961,3,13,1984,2,Early Pottery Neolithic,rim,35,38,Random survey
8962,3,13,1984,5,Early Pottery Neolithic,base,37,52,Test pit
8963,3,13,1984,1,Pottery Neolithic,base,32,182,Trench
8964,3,13,1984,4,Halaf,base,52,138,Random survey
8965,3,13,1984,11,Halaf,base,51,128,Random survey
8966,3,13,1984,8,Middle Chalcolithic,rim,35,52,Random survey
8967,3,13,1984,15,Ubaid,rim,22,14,Random stratified survey
8968,3,13,1984,9,Ubaid,rim,21,11,Trench
8969,3,13,1984,11,Early Pottery Neolithic,base,36,42,Random survey
8970,3,13,1984,9,Middle Chalcolithic,base,36,56,Trench
8971,3,13,1984,5,Early Pottery Neolithic,rim,37,46,Test pit
8972,3,13,1984,6,Early Pottery Neolithic,base,36,40,Stratified survey
8973,3,13,1984,5,Uruk,base,21,41,Test pit
8974,3,13,1984,1,Early Pottery Neolithic,base,36,44,Trench
8975,3,13,1984,9,Middle Chalcolithic,rim,35,48,Trench
8976,3,13,1984,4,Early Pottery Neolithic,rim,37,40,Random survey
8977,3,13,1984,9,Halaf,base,51,136,Trench
8978,3,13,1984,1,Halaf,rim,47,101,Trench
8979,3,13,1984,9,Uruk,base,22,41,Trench
8980,3,13,1984,4,Halaf,rim,50,136,Random survey
8981,4,9,1984,24,Pottery Neolithic,rim,31,122,Test pit
8982,4,9,1984,13,Late Chalcolithic 3-5,NA,NA,NA,Stratified survey
8983,4,9,1984,17,Early Pottery Neolithic,base,37,47,Random survey
8984,4,9,1984,12,Halaf,NA,NA,NA,Random survey
8985,4,9,1984,22,Halaf,base,51,128,Random survey
8986,4,9,1984,12,Early Chalcolithic,rim,21,33,Random survey
8987,4,9,1984,12,Ninevite V,rim,20,24,Random survey
8988,4,9,1984,18,Early Pottery Neolithic,rim,37,51,Stratified survey
8989,4,9,1984,24,Early Bronze Age,rim,16,14,Test pit
8990,4,9,1984,22,Ninevite V,base,21,21,Random survey
8991,4,9,1984,22,Halaf,base,50,130,Random survey
8992,4,9,1984,24,Pottery Neolithic,rim,33,205,Test pit
8993,4,9,1984,22,Early Pottery Neolithic,rim,36,58,Random survey
8994,4,9,1984,17,Halaf,rim,48,121,Random survey
8995,4,9,1984,22,Early Pottery Neolithic,base,35,NA,Random survey
8996,4,9,1984,12,Early Third Millennium,NA,NA,NA,Random survey
8997,4,9,1984,19,Hassuna,base,16,7,Random stratified survey
8998,4,9,1984,24,Middle Chalcolithic,rim,36,46,Test pit
8999,4,9,1984,18,Pottery Neolithic,base,26,58,Stratified survey
9000,4,9,1984,12,Middle Chalcolithic,base,36,48,Random survey
9001,4,9,1984,14,Early Pottery Neolithic,base,36,44,Random survey
9002,4,9,1984,18,Halaf,rim,51,130,Stratified survey
9003,4,9,1984,18,Early Pottery Neolithic,rim,37,49,Stratified survey
9004,4,9,1984,18,Early Pottery Neolithic,base,36,45,Stratified survey
9005,4,9,1984,13,Early Bronze Age,base,16,9,Stratified survey
9006,4,9,1984,22,Halaf,rim,48,114,Random survey
9007,4,9,1984,13,Halaf,base,50,134,Stratified survey
9008,4,9,1984,14,Pottery Neolithic,rim,31,95,Random survey
9009,4,9,1984,20,Halaf,base,52,138,Stratified survey
9010,4,9,1984,14,Early Bronze Age,base,16,11,Random survey
9011,4,9,1984,24,Early Third Millennium,NA,NA,NA,Test pit
9012,4,9,1984,22,Halaf,rim,50,115,Random survey
9013,4,9,1984,24,Early Pottery Neolithic,rim,36,44,Test pit
9014,4,9,1984,12,Early Pottery Neolithic,rim,36,42,Random survey
9015,4,9,1984,20,Late Third Millennium,NA,NA,NA,Stratified survey
9016,4,9,1984,21,Hassuna,rim,16,8,Random stratified survey
9017,4,9,1984,12,Halaf,base,52,135,Random survey
9018,4,9,1984,20,Early Pottery Neolithic,base,37,40,Stratified survey
9023,4,10,1984,1,Early Pottery Neolithic,rim,36,42,Trench
9024,4,10,1984,3,Ubaid,rim,23,14,Random stratified survey
9025,4,10,1984,11,Halaf,base,51,127,Random survey
9026,4,10,1984,9,Middle Chalcolithic,base,35,56,Trench
9027,4,10,1984,15,Pottery Neolithic,base,33,217,Random stratified survey
9028,4,10,1984,1,Early Pottery Neolithic,base,37,47,Trench
9029,4,10,1984,4,Early Pottery Neolithic,rim,36,42,Random survey
9030,4,10,1984,15,Early Chalcolithic,rim,22,31,Random stratified survey
9031,4,10,1984,3,Pottery Neolithic,base,34,250,Random stratified survey
9032,4,10,1984,4,Halaf,base,NA,127,Random survey
9033,4,10,1984,15,Ninevite V,base,21,17,Random stratified survey
9034,4,10,1984,2,Early Pottery Neolithic,base,35,41,Random survey
9035,4,10,1984,11,Early Pottery Neolithic,base,36,42,Random survey
9036,4,10,1984,5,Early Pottery Neolithic,base,37,51,Test pit
9037,4,10,1984,9,Halaf,rim,49,109,Trench
9038,4,10,1984,8,Middle Chalcolithic,rim,35,63,Random survey
9039,4,10,1984,5,Uruk,base,21,42,Test pit
9040,4,10,1984,1,Early Pottery Neolithic,base,36,43,Trench
9041,4,10,1984,9,Middle Chalcolithic,rim,35,52,Trench
9042,4,10,1984,9,Ubaid,rim,21,13,Trench
9043,4,10,1984,15,Ubaid,rim,22,15,Random stratified survey
9044,4,10,1984,3,Early Chalcolithic,base,21,22,Random stratified survey
9045,4,10,1984,5,Uruk,rim,20,39,Test pit
9046,4,10,1984,15,Ubaid,base,24,17,Random stratified survey
9047,4,10,1984,9,Halaf,base,52,128,Trench
9048,4,10,1984,2,Pottery Neolithic,rim,32,157,Random survey
9049,4,10,1984,4,Halaf,rim,50,125,Random survey
9050,4,10,1984,5,Early Pottery Neolithic,rim,36,41,Test pit
9051,4,10,1984,6,Early Pottery Neolithic,base,37,43,Stratified survey
9052,4,10,1984,15,Late Neolithic,base,20,16,Random stratified survey
9053,4,10,1984,9,Early Pottery Neolithic,rim,36,49,Trench
9054,4,10,1984,9,Uruk,rim,21,36,Trench
9055,5,12,1984,24,Middle Chalcolithic,base,37,53,Test pit
9056,5,12,1984,14,Early Pottery Neolithic,base,38,51,Random survey
9057,5,12,1984,19,Hassuna,base,14,7,Random stratified survey
9058,5,12,1984,23,Early Pottery Neolithic,rim,35,48,Test pit
9059,5,12,1984,18,Early Pottery Neolithic,rim,35,47,Stratified survey
9060,5,12,1984,20,Early Pottery Neolithic,rim,37,47,Stratified survey
9061,5,12,1984,18,Halaf,base,50,132,Stratified survey
9062,5,12,1984,20,Early Pottery Neolithic,rim,36,43,Stratified survey
9063,5,12,1984,17,Early Pottery Neolithic,base,34,48,Random survey
9064,5,12,1984,18,Early Pottery Neolithic,base,34,46,Stratified survey
9065,5,12,1984,20,Halaf,base,52,130,Stratified survey
9066,5,12,1984,24,Late Neolithic,base,19,17,Test pit
9067,5,12,1984,24,Early Chalcolithic,rim,21,25,Test pit
9068,5,12,1984,12,Middle Chalcolithic,base,37,51,Random survey
9069,5,12,1984,22,Early Pottery Neolithic,rim,37,52,Random survey
9070,5,12,1984,12,Pottery Neolithic,rim,32,104,Random survey
9071,5,12,1984,18,Halaf,rim,51,119,Stratified survey
9072,5,12,1984,20,Middle Chalcolithic,rim,36,59,Stratified survey
9073,5,12,1984,13,Early Pottery Neolithic,rim,38,46,Stratified survey
9074,5,12,1984,24,Middle Chalcolithic,base,34,38,Test pit
9075,5,12,1984,17,Early Pottery Neolithic,rim,37,50,Random survey
9076,5,12,1984,20,Early Pottery Neolithic,rim,35,41,Stratified survey
9077,5,12,1984,24,Middle Chalcolithic,rim,35,45,Test pit
9078,5,12,1984,14,Early Pottery Neolithic,rim,36,42,Random survey
9079,5,12,1984,12,Early Pottery Neolithic,base,35,40,Random survey
9080,5,12,1984,14,Early Pottery Neolithic,base,34,39,Random survey
9081,5,12,1984,20,Early Pottery Neolithic,base,34,41,Stratified survey
9082,5,12,1984,13,Early Pottery Neolithic,rim,36,54,Stratified survey
9083,5,12,1984,22,Late Neolithic,rim,19,26,Random survey
9084,5,12,1984,18,Early Pottery Neolithic,base,34,44,Stratified survey
9085,5,12,1984,20,Early Chalcolithic,rim,19,26,Stratified survey
9086,5,12,1984,23,Early Bronze Age,base,16,11,Test pit
9087,5,12,1984,17,Early Pottery Neolithic,rim,36,36,Random survey
9088,5,12,1984,17,Early Pottery Neolithic,base,33,38,Random survey
9089,5,12,1984,24,Early Pottery Neolithic,rim,36,40,Test pit
9090,5,12,1984,12,Early Pottery Neolithic,base,36,47,Random survey
9091,5,12,1984,13,Early Pottery Neolithic,base,36,44,Stratified survey
9092,5,12,1984,20,Halaf,NA,NA,117,Stratified survey
9093,5,12,1984,24,Uruk,rim,22,38,Test pit
9094,5,12,1984,18,Pottery Neolithic,base,32,120,Stratified survey
9095,5,12,1984,22,Halaf,rim,47,110,Random survey
9096,5,12,1984,20,Late Neolithic,base,18,11,Stratified survey
9097,5,12,1984,12,Early Pottery Neolithic,rim,36,38,Random survey
9098,5,12,1984,14,Middle Chalcolithic,rim,34,40,Random survey
9099,5,12,1984,24,Early Pottery Neolithic,rim,37,47,Test pit
9100,5,12,1984,14,Early Pottery Neolithic,rim,37,45,Random survey
9101,5,12,1984,20,Early Pottery Neolithic,rim,34,41,Stratified survey
9102,5,12,1984,24,Early Pottery Neolithic,base,26,33,Test pit
9103,5,12,1984,14,Middle Chalcolithic,base,36,54,Random survey
9104,5,12,1984,22,Early Chalcolithic,base,19,17,Random survey
9105,5,12,1984,14,Middle Chalcolithic,base,37,59,Random survey
9106,5,12,1984,18,Middle Chalcolithic,base,35,51,Stratified survey
9107,5,12,1984,24,Early Pottery Neolithic,rim,33,26,Test pit
9108,5,12,1984,17,Early Pottery Neolithic,base,36,49,Random survey
9109,5,12,1984,20,Late Neolithic,base,20,13,Stratified survey
9110,5,12,1984,12,Ubaid,base,19,13,Random survey
9111,5,12,1984,24,Early Pottery Neolithic,base,34,41,Test pit
9112,5,12,1984,20,Halaf,rim,49,126,Stratified survey
9113,5,12,1984,20,Early Pottery Neolithic,base,38,49,Stratified survey
9114,5,12,1984,14,Uruk,rim,21,38,Random survey
9115,5,12,1984,23,Middle Chalcolithic,base,33,28,Test pit
9116,5,12,1984,20,Early Pottery Neolithic,base,36,51,Stratified survey
9117,5,12,1984,16,Middle Chalcolithic,base,37,56,Test pit
9118,5,12,1984,17,Early Pottery Neolithic,base,36,41,Random survey
9119,5,12,1984,24,Early Pottery Neolithic,base,36,48,Test pit
9121,5,13,1984,1,Early Pottery Neolithic,rim,35,47,Trench
9122,5,13,1984,3,Pottery Neolithic,base,33,220,Random stratified survey
9123,5,13,1984,4,Early Pottery Neolithic,base,36,49,Random survey
9124,5,13,1984,6,Early Pottery Neolithic,rim,34,49,Stratified survey
9125,5,13,1984,15,Ninevite V,base,21,17,Random stratified survey
9126,5,13,1984,1,Early Pottery Neolithic,base,37,44,Trench
9127,5,13,1984,4,Uruk,base,18,20,Random survey
9128,5,13,1984,1,Early Pottery Neolithic,rim,36,46,Trench
9129,5,13,1984,1,Early Pottery Neolithic,rim,34,38,Trench
9130,5,13,1984,9,Middle Chalcolithic,rim,37,67,Trench
9131,5,13,1984,1,Early Pottery Neolithic,rim,36,43,Trench
9132,5,13,1984,2,Pottery Neolithic,base,32,125,Random survey
9133,5,13,1984,2,Early Pottery Neolithic,rim,36,44,Random survey
9134,5,13,1984,6,Early Pottery Neolithic,base,37,47,Stratified survey
9135,5,13,1984,3,Early Pottery Neolithic,base,36,27,Random stratified survey
9136,5,13,1984,8,Halaf,rim,53,122,Random survey
9137,5,13,1984,1,Uruk,rim,20,42,Trench
9138,5,13,1984,5,Early Pottery Neolithic,rim,35,63,Test pit
9139,5,13,1984,15,Early Bronze Age,rim,17,9,Random stratified survey
9140,5,13,1984,6,Early Pottery Neolithic,rim,36,47,Stratified survey
9141,5,13,1984,11,Middle Chalcolithic,rim,35,25,Random survey
9142,5,13,1984,11,Middle Chalcolithic,rim,35,60,Random survey
9143,5,13,1984,3,Early Third Millennium,NA,NA,NA,Random stratified survey
9144,5,13,1984,8,Halaf,rim,51,123,Random survey
9145,5,13,1984,3,Uruk,rim,20,33,Random stratified survey
9146,5,13,1984,1,Early Pottery Neolithic,base,37,44,Trench
9147,5,13,1984,3,Uruk,base,20,43,Random stratified survey
9148,5,13,1984,11,Halaf,base,49,133,Random survey
9149,5,13,1984,1,Middle Chalcolithic,rim,37,51,Trench
9150,5,13,1984,4,Early Pottery Neolithic,base,36,46,Random survey
9151,5,13,1984,9,Early Pottery Neolithic,base,32,25,Trench
9152,5,13,1984,2,Middle Chalcolithic,rim,36,50,Random survey
9153,5,13,1984,11,Ubaid,base,22,16,Random survey
9154,5,13,1984,10,Early Bronze Age,base,17,11,Test pit
9155,5,13,1984,15,Ninevite V,rim,21,17,Random stratified survey
9156,5,13,1984,2,Early Pottery Neolithic,base,35,45,Random survey
9157,5,13,1984,2,Early Third Millennium,NA,NA,NA,Random survey
9158,5,13,1984,1,Middle Chalcolithic,rim,35,54,Trench
9159,5,13,1984,2,Early Bronze Age,rim,16,14,Random survey
9160,5,13,1984,11,Early Pottery Neolithic,base,37,47,Random survey
9161,5,13,1984,3,Early Pottery Neolithic,rim,34,45,Random stratified survey
9162,5,13,1984,1,Early Pottery Neolithic,rim,35,39,Trench
9163,5,13,1984,6,Middle Chalcolithic,base,35,51,Stratified survey
9164,5,13,1984,2,Middle Chalcolithic,base,37,56,Random survey
9165,5,13,1984,4,Halaf,base,51,133,Random survey
9166,5,13,1984,5,Early Pottery Neolithic,rim,34,40,Test pit
9167,5,13,1984,9,Early Pottery Neolithic,base,37,47,Trench
9168,5,13,1984,9,Halaf,base,51,126,Trench
9169,5,13,1984,5,Early Pottery Neolithic,base,36,52,Test pit
9170,5,13,1984,9,Early Pottery Neolithic,rim,35,48,Trench
9171,5,13,1984,10,Early Third Millennium,NA,NA,NA,Test pit
9172,5,13,1984,9,Early Pottery Neolithic,rim,37,51,Trench
9173,5,13,1984,9,Middle Chalcolithic,rim,34,56,Trench
9174,5,13,1984,4,Halaf,rim,49,120,Random survey
9175,5,13,1984,9,Early Pottery Neolithic,rim,35,46,Trench
9176,5,13,1984,1,Middle Chalcolithic,rim,36,56,Trench
9177,5,13,1984,9,Early Pottery Neolithic,base,35,45,Trench
9178,5,13,1984,10,Early Third Millennium,NA,NA,NA,Test pit
9179,5,13,1984,9,Early Pottery Neolithic,rim,33,23,Trench
9180,5,13,1984,2,Early Pottery Neolithic,base,37,46,Random survey
9181,5,13,1984,10,Early Third Millennium,NA,NA,NA,Test pit
9182,5,13,1984,2,Early Pottery Neolithic,rim,36,45,Random survey
9183,5,13,1984,5,Early Pottery Neolithic,base,36,48,Test pit
9184,5,13,1984,9,Middle Chalcolithic,base,37,55,Trench
9185,5,13,1984,8,Early Pottery Neolithic,rim,35,43,Random survey
9186,5,13,1984,5,Early Pottery Neolithic,rim,36,18,Test pit
9187,5,13,1984,11,Middle Chalcolithic,base,36,46,Random survey
9188,5,13,1984,9,Early Pottery Neolithic,base,37,49,Trench
9189,5,13,1984,1,Early Chalcolithic,rim,21,33,Trench
9190,5,13,1984,9,Early Pottery Neolithic,rim,36,47,Trench
9191,5,13,1984,11,Early Pottery Neolithic,rim,36,43,Random survey
9192,5,13,1984,8,Middle Chalcolithic,rim,35,53,Random survey
9193,5,13,1984,4,Early Pottery Neolithic,rim,36,44,Random survey
9194,5,13,1984,5,Middle Chalcolithic,rim,35,36,Test pit
9195,5,13,1984,6,Early Pottery Neolithic,base,36,42,Stratified survey
9196,5,13,1984,8,Uruk,rim,21,38,Random survey
9197,5,13,1984,15,Early Pottery Neolithic,rim,37,43,Random stratified survey
9198,5,27,1984,19,Early Third Millennium,NA,NA,NA,Random stratified survey
9199,5,27,1984,18,Early Pottery Neolithic,NA,NA,NA,Stratified survey
9200,5,27,1984,18,Late Neolithic,base,19,18,Stratified survey
9201,5,27,1984,24,Pottery Neolithic,rim,33,195,Test pit
9202,5,27,1984,22,Early Chalcolithic,rim,21,29,Random survey
9203,5,27,1984,24,Middle Chalcolithic,base,34,43,Test pit
9204,5,27,1984,12,Early Chalcolithic,base,21,15,Random survey
9205,5,27,1984,20,Early Pottery Neolithic,base,37,44,Stratified survey
9206,5,27,1984,12,Pottery Neolithic,rim,32,129,Random survey
9207,5,27,1984,20,Middle Chalcolithic,rim,36,24,Stratified survey
9208,5,27,1984,22,Halaf,rim,50,119,Random survey
9209,5,27,1984,14,Late Chalcolithic 1-2,base,20,18,Random survey
9210,5,27,1984,16,Early Pottery Neolithic,rim,36,24,Test pit
9211,5,27,1984,19,Early Third Millennium,NA,NA,NA,Random stratified survey
9212,5,27,1984,24,Early Pottery Neolithic,rim,36,50,Test pit
9213,5,27,1984,18,Early Pottery Neolithic,base,38,50,Stratified survey
9214,5,27,1984,12,Early Chalcolithic,base,21,21,Random survey
9215,5,27,1984,14,Uruk,base,19,18,Random survey
9216,5,27,1984,14,Middle Chalcolithic,rim,37,43,Random survey
9217,5,27,1984,19,Early Bronze Age,rim,16,12,Random stratified survey
9218,5,27,1984,14,Uruk,rim,21,36,Random survey
9219,5,27,1984,12,Early Pottery Neolithic,rim,36,24,Random survey
9220,5,27,1984,18,Pottery Neolithic,base,32,130,Stratified survey
9221,5,27,1984,20,Pottery Neolithic,rim,32,94,Stratified survey
9222,5,27,1984,24,Early Pottery Neolithic,base,33,23,Test pit
9223,5,27,1984,20,Early Pottery Neolithic,base,32,20,Stratified survey
9224,5,27,1984,22,Halaf,rim,48,117,Random survey
9225,5,27,1984,17,Early Pottery Neolithic,rim,37,43,Random survey
9226,5,27,1984,18,Middle Chalcolithic,base,36,49,Stratified survey
9227,5,27,1984,16,Early Pottery Neolithic,rim,35,21,Test pit
9228,5,27,1984,17,Pottery Neolithic,rim,31,98,Random survey
9229,5,27,1984,19,Early Third Millennium,NA,NA,NA,Random stratified survey
9230,5,27,1984,12,Early Pottery Neolithic,rim,34,24,Random survey
9231,5,27,1984,16,Early Bronze Age,base,17,9,Test pit
9232,5,27,1984,24,Early Pottery Neolithic,base,34,24,Test pit
9233,5,27,1984,16,Early Pottery Neolithic,rim,37,45,Test pit
9234,5,27,1984,21,Early Bronze Age,rim,17,9,Random stratified survey
9235,5,27,1984,16,Uruk,base,22,39,Test pit
9236,5,27,1984,13,Late Chalcolithic 3-5,NA,NA,NA,Stratified survey
9237,5,27,1984,12,Early Pottery Neolithic,rim,36,44,Random survey
9238,5,27,1984,21,Early Bronze Age,base,16,9,Random stratified survey
9239,5,27,1984,17,Early Pottery Neolithic,base,35,42,Random survey
9240,5,27,1984,24,Early Pottery Neolithic,rim,33,25,Test pit
9242,5,28,1984,1,Uruk,rim,19,32,Trench
9243,5,28,1984,3,Uruk,rim,19,34,Random stratified survey
9244,5,28,1984,4,Halaf,base,50,121,Random survey
9245,5,28,1984,3,Ubaid,base,21,19,Random stratified survey
9246,5,28,1984,15,Ninevite V,base,20,22,Random stratified survey
9247,5,28,1984,9,Ubaid,base,22,18,Trench
9248,5,28,1984,7,Late Third Millennium,NA,NA,NA,Test pit
9249,5,28,1984,3,Ubaid,rim,22,23,Random stratified survey
9250,5,28,1984,4,Early Pottery Neolithic,base,35,33,Random survey
9251,5,28,1984,6,Early Pottery Neolithic,rim,36,26,Stratified survey
9252,5,28,1984,9,Middle Chalcolithic,base,36,55,Trench
9253,5,28,1984,1,Early Third Millennium,NA,NA,NA,Trench
9254,5,28,1984,15,Pottery Neolithic,rim,33,142,Random stratified survey
9255,5,28,1984,15,Pottery Neolithic,base,35,224,Random stratified survey
9256,5,28,1984,8,Middle Chalcolithic,rim,35,56,Random survey
9257,5,28,1984,3,Uruk,base,21,24,Random stratified survey
9258,5,28,1984,9,Early Pottery Neolithic,rim,35,43,Trench
9259,5,28,1984,3,Early Third Millennium,NA,NA,NA,Random stratified survey
9260,5,28,1984,6,Hassuna,base,16,7,Stratified survey
9261,5,28,1984,4,Early Pottery Neolithic,base,36,45,Random survey
9262,5,28,1984,11,Early Pottery Neolithic,base,35,29,Random survey
9263,5,28,1984,11,Middle Chalcolithic,rim,34,28,Random survey
9264,5,28,1984,15,Early Chalcolithic,base,20,19,Random stratified survey
9265,5,28,1984,1,Pottery Neolithic,rim,32,134,Trench
9266,5,28,1984,3,Early Third Millennium,NA,NA,NA,Random stratified survey
9267,5,28,1984,1,Early Pottery Neolithic,base,36,43,Trench
9268,5,28,1984,11,Early Third Millennium,NA,NA,NA,Random survey
9269,5,28,1984,2,Early Pottery Neolithic,base,37,44,Random survey
9270,5,28,1984,2,Pottery Neolithic,base,33,125,Random survey
9271,5,28,1984,5,Early Pottery Neolithic,rim,36,48,Test pit
9272,5,28,1984,5,Early Bronze Age,rim,18,16,Test pit
9273,5,28,1984,8,Middle Chalcolithic,rim,35,49,Random survey
9274,5,28,1984,11,Early Pottery Neolithic,base,36,49,Random survey
9275,5,28,1984,4,Early Pottery Neolithic,rim,35,29,Random survey
9276,5,28,1984,2,Uruk,rim,19,28,Random survey
9277,5,28,1984,5,Early Chalcolithic,base,21,27,Test pit
9278,5,28,1984,3,Ubaid,base,23,20,Random stratified survey
9279,5,28,1984,4,Early Pottery Neolithic,rim,36,44,Random survey
9280,5,28,1984,5,Early Pottery Neolithic,rim,32,25,Test pit
9281,5,28,1984,11,Early Pottery Neolithic,rim,32,32,Random survey
9282,5,28,1984,11,Pottery Neolithic,base,32,NA,Random survey
9283,5,28,1984,9,Early Pottery Neolithic,rim,34,29,Trench
9284,5,28,1984,3,Uruk,base,20,39,Random stratified survey
9285,5,28,1984,6,Late Neolithic,rim,19,26,Stratified survey
9287,7,3,1984,12,Late Third Millennium,NA,NA,NA,Random survey
9288,7,3,1984,22,Late Chalcolithic 3-5,NA,NA,NA,Random survey
9289,7,3,1984,12,Late Chalcolithic 3-5,NA,NA,NA,Random survey
9290,7,3,1984,17,Early Pottery Neolithic,base,36,47,Random survey
