"","record_id","month","day","year","plot_id","period","diagnostic","length","diameter","decoration_type","ceramic_type","manufacture_technique","recovery_method"
"1720",22001,1,11,1995,2,"Middle Chalcolithic","base",36,41,"Burnished","Corrugated Ware","coil","Random survey"
"1721",22008,1,11,1995,2,"Middle Chalcolithic","base",38,52,"Burnished","Corrugated Ware","coil","Random survey"
"1722",22049,2,4,1995,2,"Middle Chalcolithic","base",58,51,"Burnished","Corrugated Ware","coil","Random survey"
"1723",22062,2,4,1995,2,"Middle Chalcolithic","base",37,52,"Burnished","Corrugated Ware","coil","Random survey"
"1724",22069,2,4,1995,2,"Middle Chalcolithic","base",37,62,"Burnished","Corrugated Ware","coil","Random survey"
"1725",22120,3,4,1995,2,"Middle Chalcolithic","base",37,54,"Burnished","Corrugated Ware","coil","Random survey"
"1726",22169,4,1,1995,2,"Middle Chalcolithic","rim",37,46,"Burnished","Corrugated Ware","coil","Random survey"
"1727",22235,4,29,1995,2,"Middle Chalcolithic","base",36,55,"Burnished","Corrugated Ware","coil","Random survey"
"1728",22469,7,20,1995,2,"Middle Chalcolithic","rim",33,24,"Burnished","Corrugated Ware","coil","Random survey"
"1729",23223,1,27,1996,2,"Middle Chalcolithic","base",37,66,"Burnished","Corrugated Ware","coil","Random survey"
"1730",23242,1,27,1996,2,"Middle Chalcolithic","base",36,54,"Burnished","Corrugated Ware","coil","Random survey"
"1731",23388,2,24,1996,2,"Middle Chalcolithic","base",35,49,"Burnished","Corrugated Ware","coil","Random survey"
"1732",24867,12,18,1996,2,"Middle Chalcolithic","rim",36,57,"Burnished","Corrugated Ware","coil","Random survey"
"1733",24983,2,8,1997,2,"Middle Chalcolithic","base",35,35,"Burnished","Corrugated Ware","coil","Random survey"
"1734",25159,3,15,1997,2,"Middle Chalcolithic","base",39,55,"Burnished","Corrugated Ware","coil","Random survey"
"1735",25257,3,15,1997,2,"Middle Chalcolithic","rim",35,50,"Burnished","Corrugated Ware","coil","Random survey"
"1736",25281,3,15,1997,2,"Middle Chalcolithic","rim",35,50,"Burnished","Corrugated Ware","coil","Random survey"
"1737",25285,3,15,1997,2,"Middle Chalcolithic","rim",37,53,"Burnished","Corrugated Ware","coil","Random survey"
"1738",25462,4,12,1997,2,"Middle Chalcolithic","base",36,46,"Burnished","Corrugated Ware","coil","Random survey"
"1739",25734,5,10,1997,2,"Middle Chalcolithic","base",36,52,"Burnished","Corrugated Ware","coil","Random survey"
"1740",25813,5,10,1997,2,"Middle Chalcolithic","base",34,47,"Burnished","Corrugated Ware","coil","Random survey"
"1741",26007,6,9,1997,2,"Middle Chalcolithic","base",37,48,"Burnished","Corrugated Ware","coil","Random survey"
"1742",26034,6,9,1997,2,"Middle Chalcolithic","base",36,47,"Burnished","Corrugated Ware","coil","Random survey"
"1743",26322,7,9,1997,2,"Middle Chalcolithic","rim",36,46,"Burnished","Corrugated Ware","coil","Random survey"
"1744",26460,7,9,1997,2,"Middle Chalcolithic","base",36,46,"Burnished","Corrugated Ware","coil","Random survey"
"1745",26561,7,29,1997,2,"Middle Chalcolithic","rim",36,47,"Burnished","Corrugated Ware","coil","Random survey"
"1746",26633,7,29,1997,2,"Middle Chalcolithic","base",37,49,"Burnished","Corrugated Ware","coil","Random survey"
"1747",26798,9,27,1997,2,"Middle Chalcolithic","base",36,51,"Burnished","Corrugated Ware","coil","Random survey"
"1748",26834,9,27,1997,2,"Middle Chalcolithic","base",36,58,"Burnished","Corrugated Ware","coil","Random survey"
"1749",26973,10,25,1997,2,"Middle Chalcolithic","base",36,49,"Burnished","Corrugated Ware","coil","Random survey"
"1750",27168,11,22,1997,2,"Middle Chalcolithic","base",37,42,"Burnished","Corrugated Ware","coil","Random survey"
"1751",27200,11,22,1997,2,"Middle Chalcolithic","base",35,48,"Burnished","Corrugated Ware","coil","Random survey"
"1752",27245,11,22,1997,2,"Middle Chalcolithic","base",37,51,"Burnished","Corrugated Ware","coil","Random survey"
"1753",27321,12,28,1997,2,"Middle Chalcolithic","base",37,50,"Burnished","Corrugated Ware","coil","Random survey"
"1754",27434,1,31,1998,2,"Middle Chalcolithic","base",36,52,"Burnished","Corrugated Ware","coil","Random survey"
"1755",27467,1,31,1998,2,"Middle Chalcolithic","rim",35,53,"Burnished","Corrugated Ware","coil","Random survey"
"1756",27555,3,1,1998,2,"Middle Chalcolithic","base",36,NA,"Burnished","Corrugated Ware","coil","Random survey"
"1757",28325,8,22,1998,2,"Middle Chalcolithic","base",33,52,"Burnished","Corrugated Ware","coil","Random survey"
"1758",28558,9,20,1998,2,"Middle Chalcolithic","base",35,53,"Burnished","Corrugated Ware","coil","Random survey"
"1759",28661,10,24,1998,2,"Middle Chalcolithic","base",33,50,"Burnished","Corrugated Ware","coil","Random survey"
"1760",28801,11,21,1998,2,"Middle Chalcolithic","base",35,52,"Burnished","Corrugated Ware","coil","Random survey"
"1761",28802,11,21,1998,2,"Middle Chalcolithic","base",32,42,"Burnished","Corrugated Ware","coil","Random survey"
"1762",28922,12,22,1998,2,"Middle Chalcolithic","rim",35,43,"Burnished","Corrugated Ware","coil","Random survey"
"1763",29029,1,16,1999,2,"Middle Chalcolithic","base",36,50,"Burnished","Corrugated Ware","coil","Random survey"
"1764",29032,1,16,1999,2,"Middle Chalcolithic","rim",34,46,"Burnished","Corrugated Ware","coil","Random survey"
"1765",29033,1,16,1999,2,"Middle Chalcolithic","rim",35,51,"Burnished","Corrugated Ware","coil","Random survey"
"1766",29169,2,20,1999,2,"Middle Chalcolithic","rim",34,49,"Burnished","Corrugated Ware","coil","Random survey"
"1767",29312,3,14,1999,2,"Middle Chalcolithic","rim",34,52,"Burnished","Corrugated Ware","coil","Random survey"
"1768",29432,4,17,1999,2,"Middle Chalcolithic","base",36,51,"Burnished","Corrugated Ware","coil","Random survey"
"1769",29438,4,17,1999,2,"Middle Chalcolithic","rim",34,47,"Burnished","Corrugated Ware","coil","Random survey"
"1770",29570,5,15,1999,2,"Middle Chalcolithic","base",38,40,"Burnished","Corrugated Ware","coil","Random survey"
"1771",29703,6,12,1999,2,"Middle Chalcolithic","base",38,41,"Burnished","Corrugated Ware","coil","Random survey"
"1772",30171,1,8,2000,2,"Middle Chalcolithic","base",36,52,"Burnished","Corrugated Ware","coil","Random survey"
"1773",30173,1,8,2000,2,"Middle Chalcolithic","rim",35,54,"Burnished","Corrugated Ware","coil","Random survey"
"1774",30303,2,5,2000,2,"Middle Chalcolithic","rim",36,52,"Burnished","Corrugated Ware","coil","Random survey"
"1775",30305,2,5,2000,2,"Middle Chalcolithic","base",37,54,"Burnished","Corrugated Ware","coil","Random survey"
"1776",30442,3,4,2000,2,"Middle Chalcolithic","rim",NA,66,"Burnished","Corrugated Ware","coil","Random survey"
"1777",30612,4,30,2000,2,"Middle Chalcolithic","rim",34,42,"Burnished","Corrugated Ware","coil","Random survey"
"1778",30739,6,3,2000,2,"Middle Chalcolithic","base",34,31,"Burnished","Corrugated Ware","coil","Random survey"
"1779",33030,11,17,2001,2,"Middle Chalcolithic","rim",35,46,"Burnished","Corrugated Ware","coil","Random survey"
"1780",33230,12,15,2001,2,"Middle Chalcolithic","base",35,45,"Burnished","Corrugated Ware","coil","Random survey"
"1781",33233,12,15,2001,2,"Middle Chalcolithic","base",36,52,"Burnished","Corrugated Ware","coil","Random survey"
"1782",33330,1,12,2002,2,"Middle Chalcolithic","base",35,51,"Burnished","Corrugated Ware","coil","Random survey"
"1783",33335,1,12,2002,2,"Middle Chalcolithic","rim",36,46,"Burnished","Corrugated Ware","coil","Random survey"
"1784",33406,2,9,2002,2,"Middle Chalcolithic","rim",36,49,"Burnished","Corrugated Ware","coil","Random survey"
"1785",33407,2,9,2002,2,"Middle Chalcolithic","base",35,52,"Burnished","Corrugated Ware","coil","Random survey"
"1786",33582,3,13,2002,2,"Middle Chalcolithic","base",36,56,"Burnished","Corrugated Ware","coil","Random survey"
"1787",33587,3,13,2002,2,"Middle Chalcolithic","rim",36,55,"Burnished","Corrugated Ware","coil","Random survey"
"1788",33835,4,17,2002,2,"Middle Chalcolithic","rim",35,38,"Burnished","Corrugated Ware","coil","Random survey"
"1789",33836,4,17,2002,2,"Middle Chalcolithic","rim",36,50,"Burnished","Corrugated Ware","coil","Random survey"
"1790",33960,5,15,2002,2,"Middle Chalcolithic","base",37,52,"Burnished","Corrugated Ware","coil","Random survey"
"1791",33961,5,15,2002,2,"Middle Chalcolithic","rim",36,NA,"Burnished","Corrugated Ware","coil","Random survey"
"1792",34431,7,13,2002,2,"Middle Chalcolithic","base",36,49,"Burnished","Corrugated Ware","coil","Random survey"
"1793",242,9,13,1977,2,"Late Chalcolithic 1-2","base",19,22,"Excised","Deep Bowl","coil","Random survey"
"1794",587,2,18,1978,2,"Late Chalcolithic 1-2",NA,NA,NA,"Excised","Deep Bowl","coil","Random survey"
"1795",2877,4,18,1980,2,"Late Chalcolithic 3-5",NA,NA,NA,"Glazed","Double Mouth Jar","coil","Random survey"
"1796",8345,9,11,1983,2,"Late Chalcolithic 3-5",NA,NA,NA,"Glazed","Double Mouth Jar","coil","Random survey"
"1797",9424,8,1,1984,2,"Late Chalcolithic 3-5",NA,NA,NA,"Glazed","Double Mouth Jar","coil","Random survey"
"1798",9571,9,30,1984,2,"Late Chalcolithic 3-5",NA,NA,NA,"Glazed","Double Mouth Jar","coil","Random survey"
"1799",10418,5,24,1985,2,"Late Chalcolithic 3-5",NA,NA,NA,"Glazed","Double Mouth Jar","coil","Random survey"
"1800",16163,6,4,1989,2,"Late Chalcolithic 3-5",NA,NA,NA,"Glazed","Double Mouth Jar","coil","Random survey"
"1801",16530,10,7,1989,2,"Late Chalcolithic 3-5",NA,NA,NA,"Glazed","Double Mouth Jar","coil","Random survey"
"1802",274,10,16,1977,2,"Uruk","rim",20,21,"Excised","Double-rimmed Jar","coil","Random survey"
"1803",366,11,12,1977,2,"Uruk",NA,NA,NA,"Excised","Double-rimmed Jar","coil","Random survey"
"1804",441,12,10,1977,2,"Uruk",NA,NA,NA,"Excised","Double-rimmed Jar","coil","Random survey"
"1805",513,1,8,1978,2,"Uruk",NA,NA,NA,"Excised","Double-rimmed Jar","coil","Random survey"
"1806",1543,12,3,1978,2,"Uruk","rim",22,38,"Excised","Double-rimmed Jar","coil","Random survey"
"1807",1544,12,3,1978,2,"Uruk","base",21,32,"Excised","Double-rimmed Jar","coil","Random survey"
"1808",1573,1,29,1979,2,"Uruk","rim",19,31,"Excised","Double-rimmed Jar","coil","Random survey"
"1809",1597,1,29,1979,2,"Uruk","rim",NA,39,"Excised","Double-rimmed Jar","coil","Random survey"
"1810",1646,2,25,1979,2,"Uruk","rim",20,30,"Excised","Double-rimmed Jar","coil","Random survey"
"1811",2163,11,17,1979,2,"Uruk","rim",21,34,"Excised","Double-rimmed Jar","coil","Random survey"
"1812",2178,11,17,1979,2,"Uruk","rim",19,35,"Excised","Double-rimmed Jar","coil","Random survey"
"1813",2183,11,17,1979,2,"Uruk","base",21,36,"Excised","Double-rimmed Jar","coil","Random survey"
"1814",2375,1,16,1980,2,"Uruk","base",21,36,"Excised","Double-rimmed Jar","coil","Random survey"
"1815",2383,1,16,1980,2,"Uruk","rim",21,38,"Excised","Double-rimmed Jar","coil","Random survey"
"1816",2391,1,16,1980,2,"Uruk","rim",21,34,"Excised","Double-rimmed Jar","coil","Random survey"
"1817",2531,2,25,1980,2,"Uruk","rim",23,41,"Excised","Double-rimmed Jar","coil","Random survey"
"1818",2532,2,25,1980,2,"Uruk","base",21,40,"Excised","Double-rimmed Jar","coil","Random survey"
"1819",2627,3,9,1980,2,"Uruk","base",NA,39,"Excised","Double-rimmed Jar","coil","Random survey"
"1820",2649,3,9,1980,2,"Uruk","rim",NA,38,"Excised","Double-rimmed Jar","coil","Random survey"
"1821",2818,3,22,1980,2,"Uruk","base",NA,37,"Excised","Double-rimmed Jar","coil","Random survey"
"1822",2978,5,18,1980,2,"Uruk","base",21,39,"Excised","Double-rimmed Jar","coil","Random survey"
"1823",3799,1,12,1981,2,"Uruk","base",20,39,"Excised","Double-rimmed Jar","coil","Random survey"
"1824",3804,1,12,1981,2,"Uruk","rim",20,34,"Excised","Double-rimmed Jar","coil","Random survey"
"1825",3893,2,1,1981,2,"Uruk","rim",20,34,"Excised","Double-rimmed Jar","coil","Random survey"
"1826",4311,4,6,1981,2,"Uruk","rim",NA,38,"Excised","Double-rimmed Jar","coil","Random survey"
"1827",5187,1,1,1982,2,"Uruk","rim",21,27,"Excised","Double-rimmed Jar","coil","Random survey"
"1828",5292,1,25,1982,2,"Uruk","base",21,42,"Excised","Double-rimmed Jar","coil","Random survey"
"1829",5510,3,29,1982,2,"Uruk","rim",21,43,"Excised","Double-rimmed Jar","coil","Random survey"
"1830",6152,7,25,1982,2,"Uruk","rim",NA,33,"Excised","Double-rimmed Jar","coil","Random survey"
"1831",6519,9,18,1982,2,"Uruk","rim",21,27,"Excised","Double-rimmed Jar","coil","Random survey"
"1832",9276,5,28,1984,2,"Uruk","rim",19,28,"Excised","Double-rimmed Jar","coil","Random survey"
"1833",9990,2,17,1985,2,"Uruk","rim",19,26,"Excised","Double-rimmed Jar","coil","Random survey"
"1834",10091,3,17,1985,2,"Uruk","base",19,32,"Excised","Double-rimmed Jar","coil","Random survey"
"1835",10108,3,17,1985,2,"Uruk","rim",20,33,"Excised","Double-rimmed Jar","coil","Random survey"
"1836",10911,10,13,1985,2,"Uruk","rim",21,25,"Excised","Double-rimmed Jar","coil","Random survey"
"1837",10945,10,13,1985,2,"Uruk","base",21,35,"Excised","Double-rimmed Jar","coil","Random survey"
"1838",11091,11,17,1985,2,"Uruk","base",20,37,"Excised","Double-rimmed Jar","coil","Random survey"
"1839",12161,12,15,1986,2,"Uruk","base",19,29,"Excised","Double-rimmed Jar","coil","Random survey"
"1840",12311,2,1,1987,2,"Uruk","base",18,32,"Excised","Double-rimmed Jar","coil","Random survey"
"1841",12420,3,2,1987,2,"Uruk","base",22,33,"Excised","Double-rimmed Jar","coil","Random survey"
"1842",12447,3,2,1987,2,"Uruk","base",21,27,"Excised","Double-rimmed Jar","coil","Random survey"
"1843",12464,3,2,1987,2,"Uruk","rim",21,30,"Excised","Double-rimmed Jar","coil","Random survey"
"1844",12571,4,6,1987,2,"Uruk","base",22,32,"Excised","Double-rimmed Jar","coil","Random survey"
"1845",12738,5,28,1987,2,"Uruk","rim",19,30,"Excised","Double-rimmed Jar","coil","Random survey"
"1846",12960,7,1,1987,2,"Uruk","base",21,32,"Excised","Double-rimmed Jar","coil","Random survey"
"1847",12969,7,1,1987,2,"Uruk","rim",18,29,"Excised","Double-rimmed Jar","coil","Random survey"
"1848",13316,8,26,1987,2,"Uruk","base",20,25,"Excised","Double-rimmed Jar","coil","Random survey"
"1849",13962,1,24,1988,2,"Uruk","base",21,34,"Excised","Double-rimmed Jar","coil","Random survey"
"1850",13984,1,24,1988,2,"Uruk","rim",21,33,"Excised","Double-rimmed Jar","coil","Random survey"
"1851",14163,2,22,1988,2,"Uruk","rim",21,34,"Excised","Double-rimmed Jar","coil","Random survey"
"1852",15114,11,6,1988,2,"Uruk","base",22,36,"Excised","Double-rimmed Jar","coil","Random survey"
"1853",15389,1,11,1989,2,"Uruk","base",22,42,"Excised","Double-rimmed Jar","coil","Random survey"
"1854",15662,2,5,1989,2,"Uruk","base",22,41,"Excised","Double-rimmed Jar","coil","Random survey"
"1855",15733,3,13,1989,2,"Uruk","rim",22,34,"Excised","Double-rimmed Jar","coil","Random survey"
"1856",15778,3,13,1989,2,"Uruk","base",22,42,"Excised","Double-rimmed Jar","coil","Random survey"
"1857",15897,4,1,1989,2,"Uruk","base",20,36,"Excised","Double-rimmed Jar","coil","Random survey"
"1858",18623,4,21,1991,2,"Uruk","base",19,17,"Excised","Double-rimmed Jar","coil","Random survey"
"1859",18630,4,21,1991,2,"Uruk","rim",21,26,"Excised","Double-rimmed Jar","coil","Random survey"
"1860",18744,6,13,1991,2,"Uruk","base",19,18,"Excised","Double-rimmed Jar","coil","Random survey"
"1861",19215,11,13,1991,2,"Uruk","rim",18,25,"Excised","Double-rimmed Jar","coil","Random survey"
"1862",19411,12,7,1991,2,"Uruk","rim",20,24,"Excised","Double-rimmed Jar","coil","Random survey"
"1863",19658,2,6,1992,2,"Uruk","base",21,23,"Excised","Double-rimmed Jar","coil","Random survey"
"1864",20370,9,26,1992,2,"Uruk","rim",18,24,"Excised","Double-rimmed Jar","coil","Random survey"
"1865",20444,10,18,1992,2,"Uruk","rim",19,31,"Excised","Double-rimmed Jar","coil","Random survey"
"1866",21208,11,13,1993,2,"Uruk","base",21,26,"Excised","Double-rimmed Jar","coil","Random survey"
"1867",22108,3,4,1995,2,"Uruk","base",21,24,"Excised","Double-rimmed Jar","coil","Random survey"
"1868",25468,4,12,1997,2,"Uruk","base",20,32,"Excised","Double-rimmed Jar","coil","Random survey"
"1869",34779,10,5,2002,2,"Uruk","base",20,27,"Excised","Double-rimmed Jar","coil","Random survey"
"1870",2518,2,25,1980,2,"Early Bronze Age","rim",17,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1871",2646,3,9,1980,2,"Early Bronze Age","base",NA,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1872",5190,1,1,1982,2,"Early Bronze Age","rim",17,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1873",5477,2,24,1982,2,"Early Bronze Age","rim",17,8,"Grain-wash","Drooping Spout","coil","Random survey"
"1874",5489,2,24,1982,2,"Early Bronze Age","base",16,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1875",5502,2,24,1982,2,"Early Bronze Age","base",16,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1876",5564,3,29,1982,2,"Early Bronze Age","base",16,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1877",5566,3,29,1982,2,"Early Bronze Age","rim",15,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1878",7583,3,15,1983,2,"Early Bronze Age","base",16,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1879",7761,4,17,1983,2,"Early Bronze Age","rim",19,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1880",9159,5,13,1984,2,"Early Bronze Age","rim",16,14,"Grain-wash","Drooping Spout","coil","Random survey"
"1881",13799,11,22,1987,2,"Early Bronze Age","rim",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1882",13968,1,24,1988,2,"Early Bronze Age","rim",17,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1883",14294,3,21,1988,2,"Early Bronze Age","rim",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1884",15237,12,14,1988,2,"Early Bronze Age","rim",17,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1885",15275,12,14,1988,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1886",15434,1,11,1989,2,"Early Bronze Age","rim",17,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1887",15592,2,5,1989,2,"Early Bronze Age","base",19,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1888",15598,2,5,1989,2,"Early Bronze Age","rim",19,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1889",15631,2,5,1989,2,"Early Bronze Age","rim",17,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1890",15746,3,13,1989,2,"Early Bronze Age","base",17,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1891",15761,3,13,1989,2,"Early Bronze Age","rim",17,14,"Grain-wash","Drooping Spout","coil","Random survey"
"1892",15775,3,13,1989,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1893",15785,3,13,1989,2,"Early Bronze Age","rim",17,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1894",15894,4,1,1989,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1895",17420,4,25,1990,2,"Early Bronze Age","base",17,8,"Grain-wash","Drooping Spout","coil","Random survey"
"1896",18099,12,15,1990,2,"Early Bronze Age","rim",15,8,"Grain-wash","Drooping Spout","coil","Random survey"
"1897",18216,1,11,1991,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1898",18339,2,16,1991,2,"Early Bronze Age","base",16,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1899",18366,2,16,1991,2,"Early Bronze Age","base",16,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1900",18474,3,13,1991,2,"Early Bronze Age","rim",17,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1901",18476,3,13,1991,2,"Early Bronze Age","base",16,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1902",18491,3,13,1991,2,"Early Bronze Age","base",15,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1903",18750,6,13,1991,2,"Early Bronze Age","base",NA,13,"Grain-wash","Drooping Spout","coil","Random survey"
"1904",19450,12,7,1991,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1905",19579,1,8,1992,2,"Early Bronze Age","rim",14,8,"Grain-wash","Drooping Spout","coil","Random survey"
"1906",19666,2,6,1992,2,"Early Bronze Age","rim",17,8,"Grain-wash","Drooping Spout","coil","Random survey"
"1907",19676,2,6,1992,2,"Early Bronze Age","base",16,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1908",19677,2,6,1992,2,"Early Bronze Age","base",15,8,"Grain-wash","Drooping Spout","coil","Random survey"
"1909",19790,3,7,1992,2,"Early Bronze Age","rim",16,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1910",19793,3,7,1992,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1911",19957,5,2,1992,2,"Early Bronze Age","base",17,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1912",20601,1,24,1993,2,"Early Bronze Age","base",16,NA,"Grain-wash","Drooping Spout","coil","Random survey"
"1913",20602,1,24,1993,2,"Early Bronze Age","rim",NA,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1914",20653,2,19,1993,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1915",20719,3,17,1993,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1916",21619,6,14,1994,2,"Early Bronze Age","base",17,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1917",23167,12,21,1995,2,"Early Bronze Age","rim",16,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1918",23381,2,24,1996,2,"Early Bronze Age","base",16,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1919",23407,2,24,1996,2,"Early Bronze Age","rim",17,13,"Grain-wash","Drooping Spout","coil","Random survey"
"1920",23558,3,23,1996,2,"Early Bronze Age","rim",17,13,"Grain-wash","Drooping Spout","coil","Random survey"
"1921",23592,3,23,1996,2,"Early Bronze Age","base",17,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1922",23680,4,14,1996,2,"Early Bronze Age","base",18,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1923",24838,12,18,1996,2,"Early Bronze Age","base",18,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1924",24847,12,18,1996,2,"Early Bronze Age","rim",16,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1925",24980,2,8,1997,2,"Early Bronze Age","rim",17,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1926",25011,2,8,1997,2,"Early Bronze Age","base",17,10,"Grain-wash","Drooping Spout","coil","Random survey"
"1927",25222,3,15,1997,2,"Early Bronze Age","base",16,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1928",25547,4,12,1997,2,"Early Bronze Age","rim",18,14,"Grain-wash","Drooping Spout","coil","Random survey"
"1929",25833,5,10,1997,2,"Early Bronze Age","rim",NA,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1930",26853,9,27,1997,2,"Early Bronze Age","rim",18,15,"Grain-wash","Drooping Spout","coil","Random survey"
"1931",27260,11,22,1997,2,"Early Bronze Age","base",16,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1932",27272,11,22,1997,2,"Early Bronze Age","rim",16,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1933",27330,12,28,1997,2,"Early Bronze Age","base",15,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1934",29170,2,20,1999,2,"Early Bronze Age","base",18,13,"Grain-wash","Drooping Spout","coil","Random survey"
"1935",29307,3,14,1999,2,"Early Bronze Age","rim",18,9,"Grain-wash","Drooping Spout","coil","Random survey"
"1936",30065,12,5,1999,2,"Early Bronze Age","base",18,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1937",30435,3,4,2000,2,"Early Bronze Age","rim",17,13,"Grain-wash","Drooping Spout","coil","Random survey"
"1938",31518,11,25,2000,2,"Early Bronze Age","base",18,12,"Grain-wash","Drooping Spout","coil","Random survey"
"1939",31716,1,21,2001,2,"Early Bronze Age","base",17,11,"Grain-wash","Drooping Spout","coil","Random survey"
"1940",33405,2,9,2002,2,"Early Bronze Age","base",19,8,"Grain-wash","Drooping Spout","coil","Random survey"
"1941",6466,8,16,1982,2,"Early Third Millennium",NA,NA,NA,"Impressed","Externally Grooved Bowl","slab","Random survey"
"1942",9157,5,13,1984,2,"Early Third Millennium",NA,NA,NA,"Impressed","Externally Grooved Bowl","slab","Random survey"
"1943",9354,7,4,1984,2,"Early Third Millennium",NA,NA,NA,"Impressed","Externally Grooved Bowl","slab","Random survey"
"1944",1653,2,25,1979,2,"Ninevite V","rim",19,26,"Cast","Everted Rim Jar","coil","Random survey"
"1945",1670,2,25,1979,2,"Ninevite V","base",21,26,"Cast","Everted Rim Jar","coil","Random survey"
"1946",7788,4,17,1983,2,"Ninevite V","base",20,19,"Cast","Everted Rim Jar","coil","Random survey"
"1947",10007,2,17,1985,2,"Ninevite V","base",20,19,"Cast","Everted Rim Jar","coil","Random survey"
"1948",12040,11,16,1986,2,"Ninevite V","rim",19,18,"Cast","Everted Rim Jar","coil","Random survey"
"1949",12044,11,16,1986,2,"Ninevite V","rim",20,20,"Cast","Everted Rim Jar","coil","Random survey"
"1950",12061,11,16,1986,2,"Ninevite V","base",21,20,"Cast","Everted Rim Jar","coil","Random survey"
"1951",12142,12,15,1986,2,"Ninevite V","base",18,25,"Cast","Everted Rim Jar","coil","Random survey"
"1952",12150,12,15,1986,2,"Ninevite V","base",19,23,"Cast","Everted Rim Jar","coil","Random survey"
"1953",12454,3,2,1987,2,"Ninevite V","base",25,27,"Cast","Everted Rim Jar","coil","Random survey"
"1954",12577,4,6,1987,2,"Ninevite V","base",21,25,"Cast","Everted Rim Jar","coil","Random survey"
"1955",12596,4,6,1987,2,"Ninevite V","rim",21,32,"Cast","Everted Rim Jar","coil","Random survey"
"1956",12604,4,6,1987,2,"Ninevite V","base",21,25,"Cast","Everted Rim Jar","coil","Random survey"
"1957",12672,4,26,1987,2,"Ninevite V","rim",19,24,"Cast","Everted Rim Jar","coil","Random survey"
"1958",12785,5,28,1987,2,"Ninevite V","rim",20,18,"Cast","Everted Rim Jar","coil","Random survey"
"1959",12826,5,28,1987,2,"Ninevite V","rim",21,27,"Cast","Everted Rim Jar","coil","Random survey"
"1960",13142,7,26,1987,2,"Ninevite V","rim",NA,33,"Cast","Everted Rim Jar","coil","Random survey"
"1961",23146,12,21,1995,2,"Ninevite V","base",21,23,"Cast","Everted Rim Jar","coil","Random survey"
"1962",23371,2,24,1996,2,"Ninevite V","base",20,16,"Cast","Everted Rim Jar","coil","Random survey"
"1963",24861,12,18,1996,2,"Ninevite V","base",21,21,"Cast","Everted Rim Jar","coil","Random survey"
"1964",24955,2,8,1997,2,"Ninevite V","base",20,23,"Cast","Everted Rim Jar","coil","Random survey"
